file,clip_id,cue_index,timestamp_range,start_tc,end_tc,duration_sec,loop_bin,intensity,score,text
tx_019.srt,tx_019,114,"00:03:25,108 --> 00:03:26,307","00:03:25,108","00:03:26,307",1.1989999999999839,micro,med,25,THIS AND THE REGULATORY STRUCTURE MAKES SENSE.
tx_019.srt,tx_019,39,"00:01:09,003 --> 00:01:10,303","00:01:09,003","00:01:10,303",1.2999999999999972,micro,med,25,BRENDAN CARR. GREAT TO SEE YOU THIS MORNING.
tx_019.srt,tx_019,167,"00:05:03,640 --> 00:05:04,940","00:05:03,640","00:05:04,940",1.3000000000000114,micro,med,25,NOTICES WITH THE FCC WHICH MEANS JASMINE CROCKETT AND OTHERS CAN
tx_019.srt,tx_019,272,"00:08:07,192 --> 00:08:08,549","00:08:07,192","00:08:08,549",1.356999999999971,micro,med,25,"THAT. MARIA: BRENDAN CARR, GREAT TO"
tx_013.srt,tx_013,320,"00:12:48,401 --> 00:12:49,936","00:12:48,401","00:12:49,936",1.5350000000000819,micro,med,25,of the government pressuring companies
tx_019.srt,tx_019,149,"00:04:33,276 --> 00:04:35,234","00:04:33,276","00:04:35,234",1.95799999999997,micro,med,25,ASSERTING TO THE FCC THEY’RE A BONE FIDE NEWS PROGRAM AND WE
tx_022.srt,tx_022,86,"00:03:21,268 --> 00:03:23,303","00:03:21,268","00:03:23,303",2.0349999999999966,short,med,25,"Now, Trump was obviously impressed"
tx_019.srt,tx_019,182,"00:05:28,732 --> 00:05:30,957","00:05:28,732","00:05:30,957",2.224999999999966,short,med,25,FCC’S RULES IS WHETHER YOU ARE PURSUING PARTISAN POLITICAL
tx_013.srt,tx_013,393,"00:16:41,380 --> 00:16:43,640","00:16:41,380","00:16:43,640",2.259999999999991,short,med,25,is that someone cannot go on broadcast TV
tx_009.srt,tx_009,306,"00:05:32,932 --> 00:05:35,266","00:05:32,932","00:05:35,266",2.334000000000003,short,med,25,"SUPPORTS BRENDAN CARR HERE. SO,"
tx_019.srt,tx_019,166,"00:05:01,238 --> 00:05:03,639","00:05:01,238","00:05:03,639",2.4010000000000105,short,med,25,RECENTLY FILED EQUAL TIME NOTICES WITH THE FCC WHICH MEANS
tx_019.srt,tx_019,173,"00:05:14,051 --> 00:05:16,543","00:05:14,051","00:05:16,543",2.4920000000000186,short,med,25,MARIA: WOULD BIT ENOUGH FOR THE FCC TO JUST HEAR THEM ADMIT
tx_009.srt,tx_009,181,"00:03:14,993 --> 00:03:17,496","00:03:14,993","00:03:17,496",2.5030000000000143,short,med,25,WORK OF THE FCC. AND WHAT.
tx_019.srt,tx_019,25,"00:00:42,477 --> 00:00:45,169","00:00:42,477","00:00:45,169",2.692,short,med,25,PRICE TAG PER SEASON. THE FCC SAYS WEDNESDAY IT WOULD
tx_009.srt,tx_009,44,"00:00:39,371 --> 00:00:42,206","00:00:39,371","00:00:42,206",2.835000000000001,short,med,25,BACKDROP OF JIMMY KIMMEL LIVE.
tx_009.srt,tx_009,217,"00:04:06,111 --> 00:04:09,079","00:04:06,111","00:04:09,079",2.9680000000000177,short,med,25,EPISODE IS THE FCC AND MYSELF
tx_013.srt,tx_013,427,"00:17:56,943 --> 00:18:00,046","00:17:56,943","00:18:00,046",3.1030000000000655,short,med,25,But even the threat of an investigation
tx_009.srt,tx_009,164,"00:02:46,998 --> 00:02:50,135","00:02:46,998","00:02:50,135",3.1370000000000005,short,med,25,"THE FCC AHEAD, A VERY"
tx_009.srt,tx_009,249,"00:04:38,343 --> 00:04:41,579","00:04:38,343","00:04:41,579",3.23599999999999,short,med,25,WHY DO YOU SEE THE FCC.
tx_003.srt,tx_003,1,"00:00:00,080 --> 00:00:03,439","00:00:00,080","00:00:03,439",3.359,short,med,25,The Trump administration's pressuring of
tx_020.srt,tx_020,32,"00:01:06,719 --> 00:01:10,797","00:01:06,719","00:01:10,797",4.078000000000003,short,med,25,government power to force him off air.
tx_008.srt,tx_008,76,"00:02:34,639 --> 00:02:38,719","00:02:34,639","00:02:38,719",4.079999999999984,short,med,25,uh 2019. Should the government censor
tx_006.srt,tx_006,60,"00:02:30,318 --> 00:02:35,279","00:02:30,318","00:02:35,279",4.960999999999984,short,med,25,media to Trump's firing of inspectors
tx_004.srt,tx_004,6,"00:00:15,519 --> 00:00:21,759","00:00:15,519","00:00:21,759",6.24,phrase,med,25,critics by threatening to revoke
tx_024.srt,tx_024,8,"00:00:22,000 --> 00:00:29,038","00:00:22,000","00:00:29,038",7.038,phrase,med,25,"Trump's FCC chair, ABC yanked Kimmel off"
tx_015.srt,tx_015,160,"00:03:38,851 --> 00:03:39,886","00:03:38,851","00:03:39,886",1.0349999999999966,micro,med,24,And I think that's critical
tx_019.srt,tx_019,85,"00:02:33,155 --> 00:02:34,288","00:02:33,155","00:02:34,288",1.1330000000000098,micro,med,24,MARKETPLACE. SPORTS AND BROADCASTING HAS A
tx_013.srt,tx_013,228,"00:09:05,445 --> 00:09:06,713","00:09:05,445","00:09:06,713",1.2679999999999154,micro,med,24,"the chairman of the FCC,"
tx_019.srt,tx_019,31,"00:00:56,792 --> 00:00:58,091","00:00:56,792","00:00:58,091",1.2989999999999995,micro,med,24,TO PULL BROADCASTING RIGHTS AND SIGN EXCLUSIVE CONTRACTS WITH
tx_017.srt,tx_017,301,"00:15:53,619 --> 00:15:54,920","00:15:53,619","00:15:54,920",1.3009999999999309,micro,med,24,"The First Amendment, though, does not"
tx_019.srt,tx_019,61,"00:01:50,012 --> 00:01:51,503","00:01:50,012","00:01:51,503",1.4909999999999997,micro,med,24,BROADCAST TV THROUGH MUST WATCHED GAMES IT HELPS TO MAKE
tx_019.srt,tx_019,86,"00:02:34,290 --> 00:02:35,781","00:02:34,290","00:02:35,781",1.4910000000000139,micro,med,24,SPORTS AND BROADCASTING HAS A GREAT HISTORY IN THE COUNTRY.
tx_009.srt,tx_009,187,"00:03:22,633 --> 00:03:24,135","00:03:22,633","00:03:24,135",1.5019999999999811,micro,med,24,>> REVOKE THE LICENSE OF.
tx_019.srt,tx_019,146,"00:04:27,771 --> 00:04:29,462","00:04:27,771","00:04:29,462",1.690999999999974,micro,med,24,"PROGRAMMING, THEY HAD THINGS IN MIND LIKE MEET THE PRESS."
tx_009.srt,tx_009,51,"00:00:48,280 --> 00:00:50,048","00:00:48,280","00:00:50,048",1.7680000000000007,micro,med,24,>> FROM THE FCC.
tx_019.srt,tx_019,131,"00:04:03,947 --> 00:04:05,738","00:04:03,947","00:04:05,738",1.7909999999999968,micro,med,24,LAW AND THEY DIDN’T WANT MEDIA GATE KEEPERS TO BE DECIDING THE
tx_009.srt,tx_009,200,"00:03:45,223 --> 00:03:47,058","00:03:45,223","00:03:47,058",1.8349999999999795,micro,med,24,>> LICENSED BY THE.
tx_017.srt,tx_017,188,"00:11:20,012 --> 00:11:21,847","00:11:20,012","00:11:21,847",1.8350000000000364,micro,med,24,called the First Amendment.
tx_019.srt,tx_019,222,"00:06:36,434 --> 00:06:38,325","00:06:36,434","00:06:38,325",1.8909999999999627,micro,med,24,>> THIS WEEK WE HAD THE STATE OF THE UNION WE HAD WHERE
tx_019.srt,tx_019,174,"00:05:16,554 --> 00:05:18,487","00:05:16,554","00:05:18,487",1.9330000000000496,micro,med,24,FCC TO JUST HEAR THEM ADMIT THEY’RE NOT BONE FIDE NEWS?
tx_009.srt,tx_009,150,"00:02:24,877 --> 00:02:26,846","00:02:24,877","00:02:26,846",1.968999999999994,micro,med,24,>> JIMMY KIMMEL.
tx_009.srt,tx_009,132,"00:02:04,156 --> 00:02:06,224","00:02:04,156","00:02:06,224",2.067999999999998,short,med,24,>> CHAIRMAN BRENDAN CARR.
tx_021.srt,tx_021,18,"00:00:37,759 --> 00:00:39,839","00:00:37,759","00:00:39,839",2.0799999999999983,short,med,24,comply with the public interest
tx_015.srt,tx_015,126,"00:02:52,138 --> 00:02:54,374","00:02:52,138","00:02:54,374",2.23599999999999,short,med,24,"Jimmy Jimmy Kimmel coming back,"
tx_019.srt,tx_019,213,"00:06:16,914 --> 00:06:19,315","00:06:16,914","00:06:19,315",2.4010000000000105,short,med,24,"CELEBRATE,ING THE PATRIOTISM SPREADING TO ON AIR BROADCASTS."
tx_013.srt,tx_013,182,"00:07:07,027 --> 00:07:09,462","00:07:07,027","00:07:09,462",2.4350000000000023,short,med,24,and need approval and regulatory changes
tx_019.srt,tx_019,30,"00:00:54,322 --> 00:00:56,781","00:00:54,322","00:00:56,781",2.458999999999996,short,med,24,1961 ALLOWS PRO SPORTS LEAGUES TO PULL BROADCASTING RIGHTS AND
tx_009.srt,tx_009,120,"00:01:52,545 --> 00:01:55,046","00:01:52,545","00:01:55,046",2.5010000000000048,short,med,24,>> OUT AGAINST THE FCC'S.
tx_013.srt,tx_013,236,"00:09:24,872 --> 00:09:27,467","00:09:24,872","00:09:27,467",2.5950000000000273,short,med,24,by the chairman of the FCC.
tx_009.srt,tx_009,138,"00:02:09,528 --> 00:02:12,162","00:02:09,528","00:02:12,162",2.6340000000000146,short,med,24,TO REVOKE. THE BROADCAST
tx_019.srt,tx_019,70,"00:02:03,659 --> 00:02:06,294","00:02:03,659","00:02:06,294",2.634999999999991,short,med,24,SPORTS BROADCASTING ACT. MARIA: IT CREATES ALL OF THESE
tx_013.srt,tx_013,7,"00:00:17,384 --> 00:00:20,020","00:00:17,384","00:00:20,020",2.6359999999999992,short,med,24,Brendan Carr called for Kimmel's suspension
tx_009.srt,tx_009,380,"00:06:57,315 --> 00:06:59,984","00:06:57,315","00:06:59,984",2.6689999999999827,short,med,24,"ABOUT THE SPEECH, BUT HE'S"
tx_009.srt,tx_009,131,"00:02:02,989 --> 00:02:05,691","00:02:02,989","00:02:05,691",2.701999999999998,short,med,24,">> MEANWHILE, FCC."
tx_019.srt,tx_019,256,"00:07:39,998 --> 00:07:42,723","00:07:39,998","00:07:42,723",2.7250000000000227,short,med,24,">> YEAH, YOU’RE RIGHT. LOOK, WE STARTED THE FCC’S OPEN"
tx_019.srt,tx_019,60,"00:01:47,242 --> 00:01:50,010","00:01:47,242","00:01:50,010",2.7680000000000007,short,med,24,WHEN WE DRIVE PEOPLE TO BROADCAST TV THROUGH MUST
tx_019.srt,tx_019,214,"00:06:19,317 --> 00:06:22,109","00:06:19,317","00:06:22,109",2.791999999999973,short,med,24,SPREADING TO ON AIR BROADCASTS. YOU ANNOUNCED THE CAMPAIGN
tx_009.srt,tx_009,137,"00:02:08,794 --> 00:02:11,596","00:02:08,794","00:02:11,596",2.8019999999999925,short,med,24,>> DENYING THAT HE THREATENED
tx_009.srt,tx_009,172,"00:03:01,347 --> 00:03:04,182","00:03:01,347","00:03:04,182",2.8349999999999795,short,med,24,">> KNOW, THE FCC IS GOING."
tx_011.srt,tx_011,10,"00:00:22,320 --> 00:00:25,199","00:00:22,320","00:00:25,199",2.8790000000000013,short,med,24,Ken Pollson with the First Amendment
tx_009.srt,tx_009,201,"00:03:45,957 --> 00:03:48,860","00:03:45,957","00:03:48,860",2.90300000000002,short,med,24,>> FCC AND WHAT WE CALL
tx_009.srt,tx_009,400,"00:07:33,119 --> 00:07:36,122","00:07:33,119","00:07:36,122",3.002999999999986,short,med,24,IF THE PRESIDENT IN HIS SPEECH
tx_009.srt,tx_009,296,"00:05:17,882 --> 00:05:20,951","00:05:17,882","00:05:20,951",3.069000000000017,short,med,24,>> DIRECT THREAT OR NOT. THERE
tx_024.srt,tx_024,180,"00:08:09,759 --> 00:08:12,879","00:08:09,759","00:08:12,879",3.1200000000000045,short,med,24,They're licensed. They're not allowed to
tx_016.srt,tx_016,11,"00:00:30,631 --> 00:00:34,034","00:00:30,631","00:00:34,034",3.4029999999999987,short,med,24,"I go, ""That's not me. That's Jimmy Kimmel."""
tx_017.srt,tx_017,379,"00:19:21,660 --> 00:19:25,063","00:19:21,660","00:19:25,063",3.40300000000002,short,med,24,around-- are the naysayers and the critics right?
tx_009.srt,tx_009,218,"00:04:07,780 --> 00:04:11,215","00:04:07,780","00:04:11,215",3.4350000000000023,short,med,24,"IN PARTICULAR, HAVE EXPRESSED"
tx_022.srt,tx_022,91,"00:03:31,111 --> 00:03:34,548","00:03:31,111","00:03:34,548",3.437000000000012,short,med,24,for President Trump's second state visit to the UK.
tx_010.srt,tx_010,41,"00:01:33,519 --> 00:01:36,958","00:01:33,519","00:01:36,958",3.438999999999993,short,med,24,operate in the public interest. And we
tx_024.srt,tx_024,52,"00:02:20,878 --> 00:02:24,317","00:02:20,878","00:02:24,317",3.4390000000000214,short,med,24,"I mean, given the FCC's response, I was"
tx_026.srt,tx_026,1,"00:00:00,160 --> 00:00:03,600","00:00:00,160","00:00:03,600",3.44,short,med,24,"Will the head of the FCC be okay,"
tx_008.srt,tx_008,104,"00:03:31,199 --> 00:03:34,798","00:03:31,199","00:03:34,798",3.5989999999999895,short,med,24,enforcement of public interest. And it's
tx_009.srt,tx_009,216,"00:04:04,075 --> 00:04:07,712","00:04:04,075","00:04:07,712",3.6370000000000005,short,med,24,IN THE CONTEXT OF THE KIMMEL
tx_002.srt,tx_002,73,"00:02:58,800 --> 00:03:02,480","00:02:58,800","00:03:02,480",3.6799999999999784,short,med,24,censorship and most notably the over a
tx_011.srt,tx_011,44,"00:01:45,040 --> 00:01:48,720","00:01:45,040","00:01:48,720",3.6799999999999926,short,med,24,"hydrogen bomb of censorship. I mean,"
tx_009.srt,tx_009,299,"00:05:21,319 --> 00:05:25,056","00:05:21,319","00:05:25,056",3.7369999999999663,short,med,24,>> THAT THE FCC WAS GOING TO DO.
tx_008.srt,tx_008,43,"00:01:26,319 --> 00:01:30,158","00:01:26,319","00:01:30,158",3.8389999999999986,short,med,24,public interest. Podcasts don't either.
tx_021.srt,tx_021,38,"00:01:23,519 --> 00:01:27,358","00:01:23,519","00:01:27,358",3.8389999999999986,short,med,24,including Jimmy Kimmel. Kimmel was
tx_011.srt,tx_011,1,"00:00:00,240 --> 00:00:04,160","00:00:00,240","00:00:04,160",3.92,short,med,24,An expert on the First Amendment says
tx_008.srt,tx_008,94,"00:03:13,039 --> 00:03:17,039","00:03:13,039","00:03:17,039",4.0,short,med,24,massive surge in censorship on the
tx_010.srt,tx_010,6,"00:00:14,718 --> 00:00:18,719","00:00:14,718","00:00:18,719",4.001000000000001,short,med,24,"here for the FCC. So, there are are some"
tx_008.srt,tx_008,68,"00:02:17,919 --> 00:02:21,999","00:02:17,919","00:02:21,999",4.079999999999984,short,med,24,want at the FCC. We want to empower
tx_002.srt,tx_002,52,"00:02:03,519 --> 00:02:07,757","00:02:03,519","00:02:07,757",4.2379999999999995,short,med,24,news organizations that were critical of
tx_024.srt,tx_024,90,"00:03:44,158 --> 00:03:48,398","00:03:44,158","00:03:48,398",4.240000000000009,short,med,24,tell Brendan Carr that Brendan Carr said
tx_011.srt,tx_011,52,"00:02:02,399 --> 00:02:06,719","00:02:02,399","00:02:06,719",4.319999999999993,short,med,24,protected under the First Amendment.
tx_011.srt,tx_011,8,"00:00:18,000 --> 00:00:22,320","00:00:18,000","00:00:22,320",4.32,short,med,24,an attack on all of our First Amendment
tx_024.srt,tx_024,10,"00:00:29,039 --> 00:00:33,519","00:00:29,039","00:00:33,519",4.479999999999997,short,med,24,censorship. And it always starts small.
tx_005.srt,tx_005,6,"00:00:15,119 --> 00:00:19,678","00:00:15,119","00:00:19,678",4.559000000000001,short,med,24,the the FCC. We're not happy until
tx_006.srt,tx_006,87,"00:03:32,400 --> 00:03:37,039","00:03:32,400","00:03:37,039",4.638999999999982,short,med,24,in is meant to criticize the Trump
tx_002.srt,tx_002,116,"00:04:41,120 --> 00:04:45,759","00:04:41,120","00:04:45,759",4.63900000000001,short,med,24,about the public interest in local
tx_024.srt,tx_024,94,"00:03:57,280 --> 00:04:01,919","00:03:57,280","00:04:01,919",4.63900000000001,short,med,24,"Brendan Carr's comments, they see they"
tx_008.srt,tx_008,80,"00:02:43,039 --> 00:02:47,758","00:02:43,039","00:02:47,758",4.7190000000000225,short,med,24,"quote public interest. Um, how do you"
tx_005.srt,tx_005,2,"00:00:05,200 --> 00:00:10,079","00:00:05,200","00:00:10,079",4.8790000000000004,short,med,24,"Carr. Yes. Uh, so this guy, the FCC, is"
tx_002.srt,tx_002,49,"00:01:55,920 --> 00:02:00,880","00:01:55,920","00:02:00,880",4.959999999999994,short,med,24,weaponization of the FCC in the last
tx_005.srt,tx_005,10,"00:00:23,839 --> 00:00:28,879","00:00:23,839","00:00:28,879",5.040000000000003,phrase,med,24,I went to Chicago to the FCC. You take a
tx_021.srt,tx_021,47,"00:01:44,000 --> 00:01:49,040","00:01:44,000","00:01:49,040",5.040000000000006,phrase,med,24,"mean, they're getting a license. I I"
tx_011.srt,tx_011,24,"00:00:50,558 --> 00:00:55,758","00:00:50,558","00:00:55,758",5.200000000000003,phrase,med,24,"when the head of the FCC, a a a body"
tx_020.srt,tx_020,14,"00:00:26,239 --> 00:00:31,517","00:00:26,239","00:00:31,517",5.277999999999999,phrase,med,24,Chair Brendan Carr on his podcast. on
tx_002.srt,tx_002,20,"00:00:42,000 --> 00:00:47,280","00:00:42,000","00:00:47,280",5.280000000000001,phrase,med,24,the imp independence of the FCC free
tx_001.srt,tx_001,17,"00:00:40,399 --> 00:00:45,759","00:00:40,399","00:00:45,759",5.359999999999999,phrase,med,24,getting a license. I I would think maybe
tx_006.srt,tx_006,66,"00:02:44,800 --> 00:02:50,239","00:02:44,800","00:02:50,239",5.438999999999993,phrase,med,24,such violations of the first amendment
tx_024.srt,tx_024,211,"00:09:29,278 --> 00:09:35,119","00:09:29,278","00:09:35,119",5.841000000000008,phrase,med,24,long campaign against media critics.
tx_004.srt,tx_004,7,"00:00:17,519 --> 00:00:24,078","00:00:17,519","00:00:24,078",6.559000000000001,phrase,med,24,licenses or stop mergers.
tx_024.srt,tx_024,7,"00:00:18,879 --> 00:00:25,758","00:00:18,879","00:00:25,758",6.878999999999998,phrase,med,24,"good. Yesterday, after threats from"
tx_015.srt,tx_015,243,"00:05:16,449 --> 00:05:17,383","00:05:16,449","00:05:17,383",0.9339999999999691,micro,med,23,free speech.
tx_009.srt,tx_009,9,"00:00:08,173 --> 00:00:09,473","00:00:08,173","00:00:09,473",1.3000000000000007,micro,med,23,>> PRESIDENT TRUMP WILL DELIVER.
tx_019.srt,tx_019,221,"00:06:35,100 --> 00:06:36,423","00:06:35,100","00:06:36,423",1.322999999999979,micro,med,23,WHAT RESPONSE ARE YOU GETTING. >> THIS WEEK WE HAD THE STATE
tx_009.srt,tx_009,116,"00:01:48,974 --> 00:01:50,308","00:01:48,974","00:01:50,308",1.3340000000000032,micro,med,23,>> FREEDOM OF SPEECH IN OUR
tx_009.srt,tx_009,11,"00:00:09,541 --> 00:00:10,974","00:00:09,541","00:00:10,974",1.4329999999999998,micro,med,23,>> SPEECH TO.
tx_015.srt,tx_015,272,"00:06:01,894 --> 00:06:03,363","00:06:01,894","00:06:03,363",1.468999999999994,micro,med,23,Carr at the FCC do?
tx_019.srt,tx_019,80,"00:02:26,515 --> 00:02:28,116","00:02:26,515","00:02:28,116",1.6010000000000275,micro,med,23,">> WE’RE LOOKING AT I WE ISSUED A PUBLIC NOTICE, ASKING FOR"
tx_016.srt,tx_016,71,"00:03:23,871 --> 00:03:25,639","00:03:23,871","00:03:25,639",1.7680000000000007,micro,med,23,"[ As Trump ] Chop 'em up, chop 'em up."
tx_022.srt,tx_022,267,"00:10:02,236 --> 00:10:04,004","00:10:02,236","00:10:04,004",1.768000000000029,micro,med,23,and our institutions and our government.
tx_022.srt,tx_022,224,"00:08:35,582 --> 00:08:37,384","00:08:35,582","00:08:37,384",1.802000000000021,micro,med,23,by authoritarian strongmen
tx_013.srt,tx_013,646,"00:26:28,053 --> 00:26:29,859","00:26:28,053","00:26:29,859",1.8059999999998126,micro,med,23,"After Kimmel's suspension, Trump posted..."
tx_019.srt,tx_019,15,"00:00:26,060 --> 00:00:27,951","00:00:26,060","00:00:27,951",1.8910000000000018,micro,med,23,"MACRO STORY. 7:45, FORMER STATE DEPARTMENT"
tx_019.srt,tx_019,130,"00:04:02,045 --> 00:04:03,936","00:04:02,045","00:04:03,936",1.8910000000000196,micro,med,23,">> LONG AGO, CONGRESS PASSED A LAW AND THEY DIDN’T WANT MEDIA"
tx_009.srt,tx_009,125,"00:01:57,081 --> 00:01:58,984","00:01:57,081","00:01:58,984",1.9029999999999916,micro,med,23,>> IT ABSOLUTELY.
tx_019.srt,tx_019,16,"00:00:27,962 --> 00:00:29,920","00:00:27,962","00:00:29,920",1.958000000000002,micro,med,23,"7:45, FORMER STATE DEPARTMENT SENIOR ADVISOR CHRISTIAN WHITON"
tx_009.srt,tx_009,319,"00:05:46,211 --> 00:05:48,312","00:05:46,211","00:05:48,312",2.100999999999999,short,med,23,>> CARR IN THE AFTERMATH OF THE
tx_013.srt,tx_013,449,"00:18:57,970 --> 00:19:00,201","00:18:57,970","00:19:00,201",2.2309999999999945,short,med,23,"We're not on broadcast TV, we're on cable."
tx_019.srt,tx_019,21,"00:00:34,001 --> 00:00:36,236","00:00:34,001","00:00:36,236",2.2349999999999994,short,med,23,LAUNCHING AN INVESTIGATION INTO THE SOARING COST OF SPORTS
tx_013.srt,tx_013,496,"00:20:44,643 --> 00:20:46,946","00:20:44,643","00:20:46,946",2.3029999999998836,short,med,23,"It's frankly no wonder Trump's a fan of Orban,"
tx_013.srt,tx_013,195,"00:07:42,028 --> 00:07:44,364","00:07:42,028","00:07:44,364",2.335999999999956,short,med,23,companies should pull Kimmel off the air
tx_013.srt,tx_013,322,"00:12:50,937 --> 00:12:53,306","00:12:50,937","00:12:53,306",2.369000000000028,short,med,23,And it is not like even Trump is trying to hide it.
tx_016.srt,tx_016,135,"00:06:44,505 --> 00:06:46,874","00:06:44,505","00:06:46,874",2.369000000000028,short,med,23,"We should do this again. I love this."""
tx_009.srt,tx_009,129,"00:02:00,284 --> 00:02:02,921","00:02:00,284","00:02:02,921",2.6370000000000005,short,med,23,>> TEXAS CALLING IT DANGEROUS
tx_013.srt,tx_013,316,"00:12:38,258 --> 00:12:40,927","00:12:38,258","00:12:40,927",2.6689999999999827,short,med,23,"They did that, sometimes even directly citing Carr"
tx_011.srt,tx_011,20,"00:00:43,920 --> 00:00:46,799","00:00:43,920","00:00:46,799",2.878999999999998,short,med,23,First Amendment rights?
tx_013.srt,tx_013,615,"00:25:25,891 --> 00:25:28,827","00:25:25,891","00:25:28,827",2.935999999999922,short,med,23,to talk directly to Disney CEO Bob Iger.
tx_013.srt,tx_013,178,"00:06:55,181 --> 00:06:58,184","00:06:55,181","00:06:58,184",3.0030000000000427,short,med,23,"to keep both Carr and the Trump administration happy right now,"
tx_027.srt,tx_027,50,"00:01:51,680 --> 00:01:54,880","00:01:51,680","00:01:54,880",3.1999999999999886,short,med,23,warns Carr that he is interfering with
tx_022.srt,tx_022,280,"00:10:30,797 --> 00:10:34,034","00:10:30,797","00:10:34,034",3.2369999999999663,short,med,23,toward an authoritarian form of society.
tx_017.srt,tx_017,315,"00:16:34,159 --> 00:16:37,429","00:16:34,159","00:16:37,429",3.269999999999982,short,med,23,"Donald Trump, Jr. shared an image of a hammer and a pair"
tx_016.srt,tx_016,35,"00:01:42,169 --> 00:01:45,606","00:01:42,169","00:01:45,606",3.4369999999999976,short,med,23,project images onto the sides of Windsor Castle of Trump
tx_013.srt,tx_013,495,"00:20:40,673 --> 00:20:44,197","00:20:40,673","00:20:44,197",3.5239999999998872,short,med,23,"And if that is starting to sound familiar to you, it should."
tx_017.srt,tx_017,368,"00:18:46,291 --> 00:18:49,928","00:18:46,291","00:18:49,928",3.637000000000171,short,med,23,"unitary intimidation, principleless and coldly"
tx_009.srt,tx_009,398,"00:07:29,382 --> 00:07:33,051","00:07:29,382","00:07:33,051",3.6689999999999827,short,med,23,ON PALESTINIAN STATEHOOD. IT
