file,clip_id,cue_index,start_tc,end_tc,duration_sec,text,word_count,char_count
tx_012.srt,tx_012,34,"00:01:10,079","00:01:13,838",3.759,"Bunny. He's a very good writer, but he's",8,40
tx_012.srt,tx_012,35,"00:01:12,400","00:01:15,279",2.879,wrong about a lot of things. And for,8,36
tx_012.srt,tx_012,36,"00:01:13,840","00:01:17,118",3.278,"what it's worth, he will never be",7,33
tx_012.srt,tx_012,37,"00:01:15,280","00:01:19,360",4.08,speaking publicly on our behalf ever,6,36
tx_012.srt,tx_012,38,"00:01:17,118","00:01:21,118",4.0,again because we're now terrified he's,6,38
tx_012.srt,tx_012,39,"00:01:19,359","00:01:23,839",4.48,going to drop another up fortune,6,32
tx_012.srt,tx_012,40,"00:01:21,118","00:01:26,158",5.04,cookie. But the pretext that's been used,7,40
tx_012.srt,tx_012,41,"00:01:23,840","00:01:28,158",4.318,to indefinitely suspend Kimmel's show is,6,40
tx_012.srt,tx_012,42,"00:01:26,159","00:01:29,759",3.6,just laughably weak. Because while you,6,38
tx_012.srt,tx_012,43,"00:01:28,159","00:01:31,360",3.201,may have seen headlines saying he got in,8,40
tx_012.srt,tx_012,44,"00:01:29,759","00:01:33,840",4.081,trouble for remarks about Charlie Kirk,6,38
tx_012.srt,tx_012,45,"00:01:31,359","00:01:35,519",4.16,"himself or even remarks about his death,",7,40
tx_012.srt,tx_012,46,"00:01:33,840","00:01:37,118",3.278,that's not strictly accurate. The,5,33
tx_012.srt,tx_012,47,"00:01:35,519","00:01:39,599",4.08,comments that got him in trouble weren't,7,40
tx_012.srt,tx_012,48,"00:01:37,118","00:01:41,278",4.16,"about Kirk. In fact, Kimmel's first",6,35
tx_012.srt,tx_012,49,"00:01:39,599","00:01:43,518",3.919,comments after his murder were a post,7,37
tx_012.srt,tx_012,50,"00:01:41,280","00:01:45,438",4.158,reading. Can we just for one day agree,8,38
tx_012.srt,tx_012,51,"00:01:43,519","00:01:47,358",3.839,that it is horrible and monstrous to,7,36
tx_012.srt,tx_012,52,"00:01:45,438","00:01:49,358",3.92,shoot another human? On behalf of my,7,36
tx_012.srt,tx_012,53,"00:01:47,359","00:01:51,278",3.919,"family, we send love to the Kirks and to",9,40
tx_012.srt,tx_012,54,"00:01:49,359","00:01:53,278",3.919,"all the children, parents, and innocents",6,40
tx_012.srt,tx_012,55,"00:01:51,280","00:01:55,919",4.639,who fall victim to senseless gun,6,32
tx_012.srt,tx_012,56,"00:01:53,280","00:01:57,520",4.24,violence. What got Kimmel in trouble was,7,40
tx_012.srt,tx_012,57,"00:01:55,920","00:01:58,960",3.04,a passing reference on Monday night.,6,36
tx_012.srt,tx_012,58,"00:01:57,519","00:02:00,958",3.439,"Now, at the time, there were still",7,34
tx_012.srt,tx_012,59,"00:01:58,959","00:02:02,559",3.6,rumors flying around regarding the,5,34
tx_012.srt,tx_012,60,"00:02:00,959","00:02:03,838",2.879,"killer's motivations, including that he",5,39
tx_012.srt,tx_012,61,"00:02:02,560","00:02:06,718",4.158,"was on the far right, something that",7,36
tx_012.srt,tx_012,62,"00:02:03,840","00:02:08,878",5.038,"Kimmel alluded to, like this. We hit",7,36
tx_012.srt,tx_012,63,"00:02:06,718","00:02:10,559",3.841,some new lows over the weekend with the,8,39
tx_012.srt,tx_012,64,"00:02:08,878","00:02:12,719",3.841,MAGA gang desperately trying to,5,31
tx_012.srt,tx_012,65,"00:02:10,560","00:02:14,640",4.08,characterize this kid who murdered,5,34
tx_012.srt,tx_012,66,"00:02:12,719","00:02:16,957",4.238,Charlie Kirk as anything other than one,7,39
tx_012.srt,tx_012,67,"00:02:14,639","00:02:19,438",4.799,of them and doing everything they can to,8,40
tx_012.srt,tx_012,68,"00:02:16,959","00:02:22,560",5.601,"score political points from it. Yeah,",6,37
tx_012.srt,tx_012,69,"00:02:19,439","00:02:25,278",5.839,"that was it. Weirdly, I was actually a",8,38
tx_012.srt,tx_012,70,"00:02:22,560","00:02:26,800",4.24,guest on his show that night and I,8,34
tx_012.srt,tx_012,71,"00:02:25,280","00:02:28,159",2.879,didn't even register that comment and,6,37
tx_012.srt,tx_012,72,"00:02:26,800","00:02:30,800",4.0,that's only partly because I wasn't,6,35
tx_012.srt,tx_012,73,"00:02:28,159","00:02:32,559",4.4,really paying attention and and I'm not,7,39
tx_012.srt,tx_012,74,"00:02:30,800","00:02:34,639",3.839,"alone in that. After Kimmel suspension,",6,39
tx_012.srt,tx_012,75,"00:02:32,560","00:02:36,238",3.678,many struggle to pick the offensive line,7,40
tx_012.srt,tx_012,76,"00:02:34,639","00:02:37,759",3.12,out of his monologue. As YouTube is,7,35
tx_012.srt,tx_012,77,"00:02:36,239","00:02:39,360",3.121,"filled with comments under the video,",6,37
tx_012.srt,tx_012,78,"00:02:37,759","00:02:41,359",3.6,"like, ""I'm still waiting for the",6,32
tx_012.srt,tx_012,79,"00:02:39,360","00:02:42,959",3.599,offensive part. What did he say that got,8,40
tx_012.srt,tx_012,80,"00:02:41,360","00:02:44,879",3.519,him fired? I'm re-watching the last week,7,40
tx_012.srt,tx_012,81,"00:02:42,959","00:02:46,160",3.201,"of episodes and I haven't heard it yet.""",8,40
tx_012.srt,tx_012,82,"00:02:44,878","00:02:49,038",4.16,And one viewer from the Netherlands,6,35
tx_012.srt,tx_012,83,"00:02:46,159","00:02:50,718",4.559,"saying, ""It is even in the Dutch news",8,37
tx_012.srt,tx_012,84,"00:02:49,039","00:02:53,039",4.0,with a link to this. I watched this,8,35
tx_012.srt,tx_012,85,"00:02:50,719","00:02:55,039",4.32,almost every day for a year now to stay,9,39
tx_012.srt,tx_012,86,"00:02:53,039","00:02:58,758",5.719,covered for American news with a,6,32
tx_012.srt,tx_012,87,"00:02:55,039","00:02:58,759",3.72,humoristic flow.,2,16
tx_013.srt,tx_013,1,"00:00:00,000","00:00:04,104",4.104,"♪ (""LAST WEEK TONIGHT"" THEME MUSIC PLAYS) ♪",8,43
tx_013.srt,tx_013,2,"00:00:04,571","00:00:06,707",2.136,We're gonna dive straight in with our main story tonight,10,56
tx_013.srt,tx_013,3,"00:00:06,773","00:00:09,042",2.269,"concerning the fact that on Wednesday, this happened.",8,53
tx_013.srt,tx_013,4,"00:00:09,109","00:00:11,945",2.836,"ELIZABETH SCHULZE: Overnight, ABC pulling late-night talk show host",9,67
tx_013.srt,tx_013,5,"00:00:12,012","00:00:14,715",2.703,"Jimmy Kimmel off the air, hours after a threat",9,46
tx_013.srt,tx_013,6,"00:00:14,781","00:00:17,317",2.536,from the head of the Federal Communications Commission.,8,55
tx_013.srt,tx_013,7,"00:00:17,384","00:00:20,020",2.636,Brendan Carr called for Kimmel's suspension,6,43
tx_013.srt,tx_013,8,"00:00:20,087","00:00:22,789",2.702,over comments earlier this week on Jimmy Kimmel Live!,9,53
tx_013.srt,tx_013,9,"00:00:22,856","00:00:25,859",3.003,about conservative influencer Charlie Kirk's death.,6,51
tx_013.srt,tx_013,10,"00:00:25,926","00:00:27,728",1.802,ABC pulling the plug.,4,21
tx_013.srt,tx_013,11,"00:00:27,794","00:00:29,596",1.802,"A spokesperson for the network saying,",6,38
tx_013.srt,tx_013,12,"00:00:29,663","00:00:32,666",3.003,"""Jimmy Kimmel Live! will be preempted indefinitely.""",7,52
tx_013.srt,tx_013,13,"00:00:32,733","00:00:34,268",1.535,"President Trump weighing in,",4,28
tx_013.srt,tx_013,14,"00:00:34,334","00:00:36,937",2.603,"calling the decision ""great news for America.""",7,46
tx_013.srt,tx_013,15,"00:00:37,004","00:00:40,207",3.203,"Yeah, ABC pulled Jimmy Kimmel's show indefinitely",7,49
tx_013.srt,tx_013,16,"00:00:40,274","00:00:41,508",1.234,and the president apparently thinks,5,35
tx_013.srt,tx_013,17,"00:00:41,575","00:00:43,210",1.635,"it's ""great news for America,""",5,30
tx_013.srt,tx_013,18,"00:00:43,277","00:00:45,546",2.269,which is just a weird response to have.,8,39
tx_013.srt,tx_013,19,"00:00:45,612","00:00:46,947",1.335,"Not, to be fair, the weirdest response",7,38
tx_013.srt,tx_013,20,"00:00:47,014","00:00:48,015",1.001,"he had to anything this week,",6,29
tx_013.srt,tx_013,21,"00:00:48,081","00:00:49,816",1.735,given that he described his dinner with the royals,9,50
tx_013.srt,tx_013,22,"00:00:49,883","00:00:51,451",1.568,"by saying he ate, and I quote,",7,30
tx_013.srt,tx_013,23,"00:00:51,518","00:00:53,787",2.269,"""whatever the hell they served us...""",6,37
tx_013.srt,tx_013,24,"00:00:54,321","00:00:55,856",1.535,But still pretty fucking weird.,5,31
tx_013.srt,tx_013,25,"00:00:55,923","00:00:57,758",1.835,"And look, Kimmel is now one of many",8,35
tx_013.srt,tx_013,26,"00:00:57,824","00:00:59,159",1.335,who faced consequences for comments,5,35
tx_013.srt,tx_013,27,"00:00:59,226","00:01:00,861",1.635,in the wake of Charlie Kirk's murder,7,36
tx_013.srt,tx_013,28,"00:01:00,928","00:01:02,863",1.935,"11 days ago, with workers being fired",7,37
tx_013.srt,tx_013,29,"00:01:02,930","00:01:05,198",2.268,or placed on leave over posts about him.,8,40
tx_013.srt,tx_013,30,"00:01:05,265","00:01:06,300",1.035,"And very quickly,",3,17
tx_013.srt,tx_013,31,"00:01:06,733","00:01:09,002",2.269,I was honestly inclined to wait to engage,8,41
tx_013.srt,tx_013,32,"00:01:09,069","00:01:11,104",2.035,with the back and forth over who Charlie Kirk was,10,49
tx_013.srt,tx_013,33,"00:01:11,171","00:01:12,873",1.702,"and what his legacy will be, at least in part",10,45
tx_013.srt,tx_013,34,"00:01:12,940","00:01:14,474",1.534,"because we're taping this on Saturday,",6,38
tx_013.srt,tx_013,35,"00:01:14,541","00:01:16,944",2.403,his funeral hasn't even taken place yet.,7,40
tx_013.srt,tx_013,36,"00:01:17,444","00:01:20,147",2.703,What I will say is a person getting shot is tragic,11,50
tx_013.srt,tx_013,37,"00:01:20,213","00:01:22,849",2.636,and a person getting shot for their ideas is horrifying.,10,56
tx_013.srt,tx_013,38,"00:01:22,916","00:01:25,852",2.936,"That is true, no matter what those ideas are.",9,45
tx_013.srt,tx_013,39,"00:01:25,919","00:01:28,055",2.136,"And I also recognize that for many,",7,35
tx_013.srt,tx_013,40,"00:01:28,121","00:01:29,923",1.802,especially those who were the targets,6,37
tx_013.srt,tx_013,41,"00:01:29,990","00:01:31,425",1.435,"of some of Kirk's ideas,",5,24
tx_013.srt,tx_013,42,"00:01:31,491","00:01:33,427",1.936,"it has been hard to stay quiet,",7,31
tx_013.srt,tx_013,43,"00:01:33,493","00:01:35,095",1.602,"as they see flags lowered to half-staff,",7,40
tx_013.srt,tx_013,44,"00:01:35,162","00:01:37,464",2.302,and hear claims that he debated things the right way.,10,53
tx_013.srt,tx_013,45,"00:01:37,531","00:01:39,366",1.835,"But setting all of that aside,",6,30
tx_013.srt,tx_013,46,"00:01:39,433","00:01:41,034",1.601,it does seem like some are now willing,8,38
tx_013.srt,tx_013,47,"00:01:41,101","00:01:42,970",1.869,to weaponize Kirk's death to do things,7,38
tx_013.srt,tx_013,48,"00:01:43,036","00:01:44,605",1.569,"they've been wanting to do for years,",7,37
tx_013.srt,tx_013,49,"00:01:44,671","00:01:46,974",2.303,"whether it's going after liberal groups, trans people,",8,54
tx_013.srt,tx_013,50,"00:01:47,040","00:01:48,775",1.735,"or their remaining critics in the media,",7,40
tx_013.srt,tx_013,51,"00:01:48,842","00:01:51,511",2.669,"and under some shamelessly flimsy pretext,",6,42
tx_013.srt,tx_013,52,"00:01:51,578","00:01:54,214",2.636,all of which brings us back to Jimmy Kimmel.,9,44
tx_013.srt,tx_013,53,"00:01:54,281","00:01:56,750",2.469,"Because look, it is not news that the administration",9,52
tx_013.srt,tx_013,54,"00:01:56,817","00:01:58,452",1.635,have been wanting to get rid of shows like his.,10,47
tx_013.srt,tx_013,55,"00:01:58,518","00:02:00,988",2.47,"In fact, it's such an open secret that last Sunday,",10,51
tx_013.srt,tx_013,56,"00:02:01,054","00:02:02,422",1.368,"when we won an Emmy for writing,",7,32
tx_013.srt,tx_013,57,"00:02:02,489","00:02:04,858",2.369,one of our writers opened his thank you speech,9,46
tx_013.srt,tx_013,58,"00:02:04,925","00:02:07,461",2.536,with a line that was followed by a camera cutaway,10,49
tx_013.srt,tx_013,59,"00:02:07,527","00:02:09,763",2.236,that now feels pretty prescient.,5,32
tx_013.srt,tx_013,60,"00:02:09,830","00:02:12,499",2.669,Thank you so much. We share this category.,8,42
tx_013.srt,tx_013,61,"00:02:12,566","00:02:14,334",1.768,We are honored to share it with all writers,9,43
tx_013.srt,tx_013,62,"00:02:14,401","00:02:15,636",1.235,"of late-night political comedy,",4,31
tx_013.srt,tx_013,63,"00:02:15,702","00:02:17,371",1.669,while that is still a type of show,8,34
tx_013.srt,tx_013,64,"00:02:17,437","00:02:18,672",1.235,that's allowed to exist.,4,24
tx_013.srt,tx_013,65,"00:02:18,739","00:02:20,240",1.501,(AUDIENCE CHEERING AND APPLAUDING),4,34
tx_013.srt,tx_013,66,"00:02:21,508","00:02:23,043",1.535,(STUDIO AUDIENCE LAUGHING),3,26
tx_013.srt,tx_013,67,"00:02:23,110","00:02:24,611",1.501,"Well, yes.",2,10
tx_013.srt,tx_013,68,"00:02:26,013","00:02:27,881",1.868,"Yeah, that is pretty eerie.",5,27
tx_013.srt,tx_013,69,"00:02:27,948","00:02:29,583",1.635,"Now, obviously, our writer Daniel",5,33
tx_013.srt,tx_013,70,"00:02:29,650","00:02:32,052",2.402,-did not know the future. -(LAUGHTER),6,37
tx_013.srt,tx_013,71,"00:02:32,119","00:02:33,820",1.701,"On some level, that is just a coincidence,",8,42
tx_013.srt,tx_013,72,"00:02:33,887","00:02:36,123",2.236,like when a young Shirley Temple accepted an Oscar,9,50
tx_013.srt,tx_013,73,"00:02:36,189","00:02:38,659",2.47,"in 1935 by saying, ""Thank you very much for this.",10,49
tx_013.srt,tx_013,74,"00:02:38,725","00:02:40,661",1.936,"On January 28th 1986,",4,21
tx_013.srt,tx_013,75,"00:02:41,094","00:02:43,664",2.57,"the spaceship Challenger will suffer a catastrophic failure,",8,60
tx_013.srt,tx_013,76,"00:02:43,730","00:02:44,831",1.101,"killing seven people.""",3,22
tx_013.srt,tx_013,77,"00:02:44,898","00:02:46,633",1.735,"You know, kind of spooky stuff.",6,31
tx_013.srt,tx_013,78,"00:02:46,700","00:02:49,369",2.669,But it's not just a coincidence,6,31
tx_013.srt,tx_013,79,"00:02:49,436","00:02:51,505",2.069,because everyone knew the administration,5,40
tx_013.srt,tx_013,80,"00:02:51,571","00:02:53,907",2.336,had it in for Kimmel. Even Daniel knew that.,9,44
tx_013.srt,tx_013,81,"00:02:53,974","00:02:56,276",2.302,"And to be honest, he doesn't know a ton of stuff.",11,49
tx_013.srt,tx_013,82,"00:02:56,343","00:02:57,577",1.234,(LAUGHTER),1,10
tx_013.srt,tx_013,83,"00:02:57,644","00:03:00,280",2.636,"Two weeks ago, he was arguing that Alfred Molina",9,48
tx_013.srt,tx_013,84,"00:03:00,347","00:03:01,848",1.501,is more famous than Bad Bunny.,6,30
tx_013.srt,tx_013,85,"00:03:01,915","00:03:03,583",1.668,"He's a very good writer,",5,24
tx_013.srt,tx_013,86,"00:03:03,650","00:03:05,052",1.402,but he's wrong about a lot of things.,8,37
tx_013.srt,tx_013,87,"00:03:05,118","00:03:06,053",0.935,"And for what it's worth,",5,24
tx_013.srt,tx_013,88,"00:03:06,119","00:03:07,521",1.402,he will never be speaking publicly,6,34
tx_013.srt,tx_013,89,"00:03:07,587","00:03:09,756",2.169,-on our behalf ever again. -(LAUGHTER),6,38
tx_013.srt,tx_013,90,"00:03:09,823","00:03:10,924",1.101,Because we're now terrified he's gonna drop,7,43
tx_013.srt,tx_013,91,"00:03:10,991","00:03:12,893",1.902,another fucked up fortune cookie.,5,33
tx_013.srt,tx_013,92,"00:03:13,760","00:03:16,596",2.836,But the pretext that's been used to indefinitely suspend,9,56
tx_013.srt,tx_013,93,"00:03:16,663","00:03:18,565",1.902,"Kimmel's show is just laughably weak,",6,37
tx_013.srt,tx_013,94,"00:03:18,632","00:03:20,634",2.002,because while you may have seen headlines,7,41
tx_013.srt,tx_013,95,"00:03:20,701","00:03:23,270",2.569,saying he got in trouble for remarks about Charlie Kirk himself,11,63
tx_013.srt,tx_013,96,"00:03:23,336","00:03:24,771",1.435,"or even remarks about his death,",6,32
tx_013.srt,tx_013,97,"00:03:25,338","00:03:26,840",1.502,that's not strictly accurate.,4,29
tx_013.srt,tx_013,98,"00:03:26,907","00:03:29,309",2.402,The comments that got him in trouble weren't about Kirk.,10,56
tx_013.srt,tx_013,99,"00:03:29,876","00:03:32,279",2.403,"In fact, Kimmel's first comments after his murder",8,49
tx_013.srt,tx_013,100,"00:03:32,345","00:03:33,714",1.369,were a post reading...,4,22
tx_013.srt,tx_013,101,"00:03:45,659","00:03:47,260",1.601,What got Kimmel in trouble,5,26
tx_013.srt,tx_013,102,"00:03:47,327","00:03:48,862",1.535,was a passing reference on Monday night.,7,40
tx_013.srt,tx_013,103,"00:03:48,929","00:03:50,897",1.968,"Now, at the time there were still rumors",8,40
tx_013.srt,tx_013,104,"00:03:50,964","00:03:53,300",2.336,"flying around regarding the killer's motivations,",6,49
tx_013.srt,tx_013,105,"00:03:53,366","00:03:54,868",1.502,"including that he was on the far right,",8,39
tx_013.srt,tx_013,106,"00:03:54,935","00:03:57,137",2.202,something that Kimmel alluded to like this.,7,43
tx_013.srt,tx_013,107,"00:03:57,637","00:03:59,673",2.036,We hit some new lows over the weekend,8,37
tx_013.srt,tx_013,108,"00:03:59,740","00:04:01,842",2.102,with the MAGA gang desperately trying,6,37
tx_013.srt,tx_013,109,"00:04:01,908","00:04:04,911",3.003,to characterize this kid who murdered Charlie Kirk,8,50
tx_013.srt,tx_013,110,"00:04:04,978","00:04:06,613",1.635,as anything other than one of them,7,34
tx_013.srt,tx_013,111,"00:04:06,680","00:04:08,315",1.635,and doing everything they can,5,29
tx_013.srt,tx_013,112,"00:04:08,381","00:04:10,083",1.702,to score political points from it.,6,34
tx_013.srt,tx_013,113,"00:04:10,617","00:04:11,985",1.368,"Yeah, that was it.",4,18
tx_013.srt,tx_013,114,"00:04:12,786","00:04:15,589",2.803,"Weirdly, I was actually a guest on his show that night.",11,55
tx_013.srt,tx_013,115,"00:04:16,456","00:04:18,091",1.635,"And I didn't even register that comment,",7,40
tx_013.srt,tx_013,116,"00:04:18,158","00:04:19,292",1.134,and that's only partly because,5,30
tx_013.srt,tx_013,117,"00:04:19,359","00:04:20,861",1.502,I wasn't really paying attention.,5,33
tx_013.srt,tx_013,118,"00:04:20,927","00:04:22,863",1.936,-(LAUGHTER) -And I'm not alone in that.,7,39
tx_013.srt,tx_013,119,"00:04:22,929","00:04:25,265",2.336,"After Kimmel's suspension, many struggled to pick",7,49
tx_013.srt,tx_013,120,"00:04:25,332","00:04:26,933",1.601,"the offensive line out of his monologue,",7,40
tx_013.srt,tx_013,121,"00:04:27,000","00:04:28,535",1.535,as YouTube is filled with comments,6,34
tx_013.srt,tx_013,122,"00:04:28,602","00:04:31,538",2.936,under the video like...,4,23
tx_013.srt,tx_013,123,"00:04:36,443","00:04:38,345",1.902,And one viewer from the Netherlands saying...,7,45
tx_013.srt,tx_013,124,"00:04:38,411","00:04:42,449",4.038,(IN DUTCH ACCENT),3,17
tx_013.srt,tx_013,125,"00:04:42,516","00:04:45,318",2.802,(LAUGHTER),1,10
tx_013.srt,tx_013,126,"00:04:48,455","00:04:49,756",1.301,The point is...,3,15
tx_013.srt,tx_013,127,"00:04:50,557","00:04:52,526",1.969,Kimmel didn't denigrate Charlie Kirk,5,36
tx_013.srt,tx_013,128,"00:04:52,592","00:04:53,960",1.368,or make light of his killing.,6,29
tx_013.srt,tx_013,129,"00:04:54,027","00:04:55,796",1.769,The worst thing you could say,6,29
tx_013.srt,tx_013,130,"00:04:55,862","00:04:57,197",1.335,is that he appears to have been wrong,8,37
tx_013.srt,tx_013,131,"00:04:57,264","00:05:00,133",2.869,"about the shooter's ideology, which, okay.",6,42
tx_013.srt,tx_013,132,"00:05:00,734","00:05:03,503",2.769,But he was also pointing out that many on the right,11,51
tx_013.srt,tx_013,133,"00:05:03,570","00:05:05,238",1.668,"seem desperate to weaponize Kirk's death,",6,41
tx_013.srt,tx_013,134,"00:05:05,305","00:05:07,474",2.169,"an argument that's aged pretty well given, you know,",9,52
tx_013.srt,tx_013,135,"00:05:07,541","00:05:09,442",1.901,everything that's happened to Kimmel since.,6,43
tx_013.srt,tx_013,136,"00:05:10,243","00:05:12,746",2.503,Because that one line set off a firestorm,8,41
tx_013.srt,tx_013,137,"00:05:12,813","00:05:14,481",1.668,in some corners of conservative media.,6,38
tx_013.srt,tx_013,138,"00:05:14,548","00:05:16,850",2.302,"And on Wednesday, Brendan Carr, the chair of the FCC,",10,53
tx_013.srt,tx_013,139,"00:05:16,917","00:05:19,786",2.869,"and James Cromwell, minus the raw sex appeal...",8,47
tx_013.srt,tx_013,140,"00:05:19,853","00:05:20,921",1.068,(LAUGHTER),1,10
tx_013.srt,tx_013,141,"00:05:20,987","00:05:23,223",2.236,...went on a right-wing podcast and said this.,8,46
tx_013.srt,tx_013,142,"00:05:23,723","00:05:25,392",1.669,"You know, when you look at the conduct",8,38
tx_013.srt,tx_013,143,"00:05:25,458","00:05:28,395",2.937,"that has taken place by Jimmy Kimmel,",7,37
tx_013.srt,tx_013,144,"00:05:29,696","00:05:35,535",5.839,it appears to be some of the sickest conduct possible.,10,54
tx_013.srt,tx_013,145,"00:05:35,602","00:05:37,971",2.369,"Frankly, when you see stuff like this, I mean,",9,46
tx_013.srt,tx_013,146,"00:05:38,038","00:05:40,507",2.469,"look, we can do this the easy way or the hard way.",12,50
tx_013.srt,tx_013,147,"00:05:40,574","00:05:43,810",3.236,"These companies can find ways to change conduct,",8,48
tx_013.srt,tx_013,148,"00:05:43,877","00:05:47,080",3.203,"to take action, frankly, on Kimmel,",6,35
tx_013.srt,tx_013,149,"00:05:47,480","00:05:50,717",3.237,or there's going to be additional work for the FCC ahead.,11,57
tx_013.srt,tx_013,150,"00:05:50,784","00:05:53,887",3.103,"And frankly, I think that it's really sort of past time",11,55
tx_013.srt,tx_013,151,"00:05:53,954","00:05:56,790",2.836,that a lot of these licensed broadcasters themselves,8,52
tx_013.srt,tx_013,152,"00:05:57,390","00:06:00,126",2.736,"push back on Comcast and Disney and say, listen,",9,48
tx_013.srt,tx_013,153,"00:06:00,193","00:06:01,194",1.001,we are going to preempt.,5,24
tx_013.srt,tx_013,154,"00:06:01,261","00:06:04,598",3.337,We are not going to run Kimmel anymore,8,38
tx_013.srt,tx_013,155,"00:06:04,664","00:06:06,733",2.069,"until you straighten this out, because we,",7,42
tx_013.srt,tx_013,156,"00:06:06,800","00:06:09,703",2.903,"we, the licensed broadcaster, are running the possibility",8,57
tx_013.srt,tx_013,157,"00:06:09,769","00:06:11,271",1.502,of fines or license revocations,5,31
tx_013.srt,tx_013,158,"00:06:11,338","00:06:14,019",2.681,from the FCC if we continue to run,8,34
tx_013.srt,tx_013,159,"00:06:14,044","00:06:15,842",1.798,content that ends up being a pattern,7,36
tx_013.srt,tx_013,160,"00:06:15,909","00:06:17,544",1.635,of news distortion.,3,19
tx_013.srt,tx_013,161,"00:06:17,611","00:06:19,813",2.202,"Yeah, we could do this the easy way",8,35
tx_013.srt,tx_013,162,"00:06:19,880","00:06:20,847",0.967,or the hard way.,4,16
tx_013.srt,tx_013,163,"00:06:21,248","00:06:23,583",2.335,"As threats go, that is pretty clear.",7,36
tx_013.srt,tx_013,164,"00:06:23,650","00:06:25,085",1.435,It's like if someone threw a brick,7,34
tx_013.srt,tx_013,165,"00:06:25,151","00:06:26,820",1.669,"through your window with a message that said,",8,45
tx_013.srt,tx_013,166,"00:06:26,887","00:06:29,456",2.569,"""Shut up or else,"" then followed it up",8,38
tx_013.srt,tx_013,167,"00:06:29,522","00:06:30,857",1.335,"with more clarifying bricks saying,",5,35
tx_013.srt,tx_013,168,"00:06:30,924","00:06:33,593",2.669,"""By 'or else,' we mean we will hurt you physically,""",10,52
tx_013.srt,tx_013,169,"00:06:33,660","00:06:35,795",2.135,"then, ""This is the mafia, by the way,""",8,38
tx_013.srt,tx_013,170,"00:06:35,862","00:06:38,331",2.469,"followed by, ""You know, like in Goodfellas.""",7,44
tx_013.srt,tx_013,171,"00:06:39,366","00:06:41,234",1.868,"Now, in the wake of those remarks,",7,34
tx_013.srt,tx_013,172,"00:06:41,301","00:06:43,036",1.735,"Nexstar, one of the largest owners",6,34
tx_013.srt,tx_013,173,"00:06:43,103","00:06:44,271",1.168,"of TV stations in the country,",6,30
tx_013.srt,tx_013,174,"00:06:44,337","00:06:46,907",2.57,announced it'd be pulling Kimmel from its stations.,8,51
tx_013.srt,tx_013,175,"00:06:46,973","00:06:50,610",3.637,"That, in turn, seems to have triggered his suspension by ABC.",11,61
tx_013.srt,tx_013,176,"00:06:50,677","00:06:53,079",2.402,And a key thing to know about Nexstar,8,37
tx_013.srt,tx_013,177,"00:06:53,146","00:06:55,115",1.969,is that they have a big incentive,7,33
tx_013.srt,tx_013,178,"00:06:55,181","00:06:58,184",3.003,"to keep both Carr and the Trump administration happy right now,",11,63
tx_013.srt,tx_013,179,"00:06:58,251","00:07:00,353",2.102,because Nexstar currently controls or provides,6,46
tx_013.srt,tx_013,180,"00:07:00,420","00:07:03,323",2.903,services to 201 local TV stations.,6,34
tx_013.srt,tx_013,181,"00:07:03,390","00:07:06,960",3.57,"But they're trying to buy Tegna, a major competitor,",9,52
tx_013.srt,tx_013,182,"00:07:07,027","00:07:09,462",2.435,and need approval and regulatory changes,6,40
tx_013.srt,tx_013,183,"00:07:09,529","00:07:11,998",2.469,"from the FCC for that deal to go through,",9,41
tx_013.srt,tx_013,184,"00:07:12,065","00:07:13,733",1.668,as it would mean their reach would grow...,8,42
tx_013.srt,tx_013,185,"00:07:15,035","00:07:15,936",0.901,...which is...,2,14
tx_013.srt,tx_013,186,"00:07:19,439","00:07:21,374",1.935,All of which is a little bit strange,8,36
tx_013.srt,tx_013,187,"00:07:21,441","00:07:23,276",1.835,because neither company really sounds,5,37
tx_013.srt,tx_013,188,"00:07:23,343","00:07:25,512",2.169,like they should be providing television at all.,8,48
tx_013.srt,tx_013,189,"00:07:25,578","00:07:29,182",3.604,Nexstar sounds like a bankrupt flip phone manufacturer.,8,55
tx_013.srt,tx_013,190,"00:07:29,950","00:07:31,418",1.468,"And Tegna sounds like, I'm sorry to say,",8,40
tx_013.srt,tx_013,191,"00:07:31,484","00:07:33,586",2.102,an absolutely gorgeous Italian restaurant.,5,42
tx_013.srt,tx_013,192,"00:07:33,653","00:07:34,688",1.035,(LAUGHTER),1,10
tx_013.srt,tx_013,193,"00:07:34,754","00:07:38,792",4.038,"The point is, Nexstar badly needs FCC approval,",8,47
tx_013.srt,tx_013,194,"00:07:38,858","00:07:41,962",3.104,so it is hardly surprising that when Carr specifically said,10,59
tx_013.srt,tx_013,195,"00:07:42,028","00:07:44,364",2.336,companies should pull Kimmel off the air,7,40
tx_013.srt,tx_013,196,"00:07:44,431","00:07:47,334",2.903,"or face consequences, it quickly complied.",6,42
tx_013.srt,tx_013,197,"00:07:47,400","00:07:49,035",1.635,"Basically, Brendan Carr said ""jump,""",5,36
tx_013.srt,tx_013,198,"00:07:49,102","00:07:50,837",1.735,and Nexstar took his dick out of their mouth,9,44
tx_013.srt,tx_013,199,"00:07:50,904","00:07:53,406",2.502,"for just long enough to say, ""how high exactly?""",9,48
tx_013.srt,tx_013,200,"00:07:54,274","00:07:58,678",4.404,"Now, I should say, Nexstar insisted it acted ""unilaterally,""",9,60
tx_013.srt,tx_013,201,"00:07:58,745","00:08:00,313",1.568,and that they...,3,16
